,,,
1,reviewer_hash,project_hash,project_url
127,fa037918244efd266c8c4d369d5164ae044480b4,e9bcbeccaa7037bafac1e7cebc9e224e4abb3aed,https://github.com/KaremGamal/Course-ml-zoomcamp/blob/main/Midterm%20Project%20machine%20learning%20zoom%20camp.ipynb
128,a6c2c2ccb9354133b164c70660b50c93e5774e35,4cf419a90e7b16443f1befccb0ba6c23fa6e3d35,https://github.com/cjj1120/daily-coding/tree/main/ML-Zoomcamp/Week7-%20Mid%20term
129,a6c2c2ccb9354133b164c70660b50c93e5774e35,cc38500b9f6081a4e4418b5da69cb7dc97acb3ab,https://github.com/oussou-dev/ML_Engineer_ZoomCamp
130,a6c2c2ccb9354133b164c70660b50c93e5774e35,f666f6070d1b9cfacacc53d0af162c882a8c62b8,https://github.com/deepanc/ml-zoomcamp/tree/main/midterm_project
131,4cf419a90e7b16443f1befccb0ba6c23fa6e3d35,f584654827460bc96996a390f745ab616e35fa40,https://github.com/hamedkharazmi/Machine-Learning-ZoomCamp-HWs/tree/master/homework%207%20-%20project
132,4cf419a90e7b16443f1befccb0ba6c23fa6e3d35,ef8a9dfbed0270391da0eb206a9585b110becb55,https://github.com/ramreddyyasa/ML-Zoomcamp/tree/main/Midterm-project
133,4cf419a90e7b16443f1befccb0ba6c23fa6e3d35,d8c70b9b665ade310c794b74c34ed6c21b6c6c6d,https://github.com/ZachJon1/Mid-Term-Project
134,43398e25a6931a5b117a91214b2c15cc0c618744,e52d4e3aa9dbaeb513ef1d7be94cdbe4d75c3073,https://github.com/cmh-ds4a/ml_zoomcamp/tree/main/project
135,43398e25a6931a5b117a91214b2c15cc0c618744,818533fd9d46a5d386a408e876837487345d0f3b,https://github.com/ceccode/income-prediction
136,43398e25a6931a5b117a91214b2c15cc0c618744,2dbe7972ee4a8139de8bda124fdfde718930669a,https://github.com/nindate/mlzoomcamp-midterm-project/
137,97471157d5ab17ad2c09d22fc08a31023250d50e,b3ad024e75de2f107c0d0337bbcbe70dcee7cb98,https://github.com/hamedonline/ml-workflow
138,97471157d5ab17ad2c09d22fc08a31023250d50e,a4568919622adb211e2285604afc4bde857c0f8c,https://github.com/xettrisomeman/mlbootcamp/tree/main/midtermproject
139,97471157d5ab17ad2c09d22fc08a31023250d50e,9dc117901825bc609c476624bec7e77ee64160fd,https://github.com/leopardilla/mlbookcamp-code/tree/master/course-zoomcamp/midterm-project
140,e6aee1f205bf5bd495690d7a0ef213a2d5812720,e9bcbeccaa7037bafac1e7cebc9e224e4abb3aed,https://github.com/KaremGamal/Course-ml-zoomcamp/blob/main/Midterm%20Project%20machine%20learning%20zoom%20camp.ipynb
141,e6aee1f205bf5bd495690d7a0ef213a2d5812720,db8dec0f84319f139f6e7924d0a3bc1b63eec7af,https://github.com/JonathanLoscalzo/ml-zoomcamp-2021/tree/main/midterm%20project
142,e6aee1f205bf5bd495690d7a0ef213a2d5812720,a8fe6970d79d6d465247ae3d6cda56b55f143604,https://www.kaggle.com/aasthaasati/midterm-project
143,a2aec25beb5a80a6d4446592115c72ae6cffbc02,ab5250708f0086469885bac1f77602c00d955fa8,https://github.com/Twixii99/Weather-prediction
144,a2aec25beb5a80a6d4446592115c72ae6cffbc02,43398e25a6931a5b117a91214b2c15cc0c618744,https://github.com/Purity-E/ML_zoomcamp/tree/main/Midterm_Project
145,a2aec25beb5a80a6d4446592115c72ae6cffbc02,cc38500b9f6081a4e4418b5da69cb7dc97acb3ab,https://github.com/oussou-dev/ML_Engineer_ZoomCamp
146,346954b8d45016da663a5c1bf72278e022d49271,2e123d20b1642ed145411d8eb5572aac6811c0d1,https://github.com/madityarafip/My-Machine-Learning/tree/main/ML-Zoomcamp/Midterm-Project-Week-7
147,346954b8d45016da663a5c1bf72278e022d49271,f8755a049ed6e027dced51eb150fbba89864f7d4,https://github.com/lkirch/ml-zoomcamp/tree/main/midterm
148,346954b8d45016da663a5c1bf72278e022d49271,87311c1cf2c48a1f596e75787990a28946c6e99b,https://github.com/nobitayon/project-zoomcamp
149,02efc3152829184cf29c22c2fd531333f8e77449,ffa48d85d2e10987d6a813b3fc38a6762f1cc6db,https://github.com/banypakha/ml_zoomcamp/tree/main/midterm_project
150,02efc3152829184cf29c22c2fd531333f8e77449,4cf419a90e7b16443f1befccb0ba6c23fa6e3d35,https://github.com/cjj1120/daily-coding/tree/main/ML-Zoomcamp/Week7-%20Mid%20term
151,02efc3152829184cf29c22c2fd531333f8e77449,846e533d932602dac140b6f253f767bc725670f2,https://github.com/ziritrion/ml-zoomcamp/tree/main/07_project
152,1c9dd8455d470a4ff9fcd6a54d7c690d3e2e13ab,41942b416f1d862dda0e8f82bbee960551638801,https://github.com/mkleshchenok/mlbookcamp-code/tree/master/course-zoomcamp/midterm
153,1c9dd8455d470a4ff9fcd6a54d7c690d3e2e13ab,2e4895d02b0c2bf59f062ae45b2642156e49a5e5,https://github.com/sleepypioneer/coffee-quality
154,1c9dd8455d470a4ff9fcd6a54d7c690d3e2e13ab,b6c3f46aa9cb941fb5145c91b788ae762ca84f26,https://github.com/turansaray/Spain-Electricity-Price-Prediction
155,995fd5ad7fdaffa6df9b963d1637c956e456a275,7d5b45abfd15ae1a569814dea3c9f7a511746a9a,https://github.com/Arvind644/water-quality-prediction-project
156,995fd5ad7fdaffa6df9b963d1637c956e456a275,81bfcb7b46e992d02b12d36d109501f98995882d,https://github.com/gialkady/ml_zoomcamp/tree/Homeworks/Midterm%20Project
157,995fd5ad7fdaffa6df9b963d1637c956e456a275,4aa5b8c18b09ea586ee1bef40ba8aacc2bfd5c09,https://github.com/YasharDS/Hydrocarbon-Flow-Prediction-Model
158,63d2fb719d53861680370e08c8effc420d92df86,7be495b3dd2a9e9dfa364841499bad0db345080b,https://github.com/Rok-sana/ML_practice/blob/main/wine_price_predict_project.ipynb
